UNIQUE_BLKGRP_ID,X,Y,DIST_NUM,PSA_NUM,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,2020CenPOP
10100010,-75.150307,39.951763,6,62,42,101,101,1,26
10100020,-75.150025,39.949984,6,62,42,101,101,2,0
10100030,-75.147863,39.951459,6,62,42,101,101,3,0
10100040,-75.145018,39.950536,6,62,42,101,101,4,1340
10100050,-75.14282,39.950361,6,62,42,101,101,5,963
10200010,-75.144559,39.955678,6,62,42,101,102,1,1374
10200020,-75.148832,39.954957,6,62,42,101,102,2,17
10200030,-75.143973,39.953215,6,62,42,101,102,3,888
10200040,-75.142405,39.952559,6,62,42,101,102,4,577
10200050,-75.145804,39.953508,6,62,42,101,102,5,655
20000010,-75.156289,39.955295,6,62,42,101,200,1,2213
20000020,-75.153127,39.954823,6,62,42,101,200,2,586
20000030,-75.159929,39.956344,6,62,42,101,200,3,534
20000040,-75.16035,39.954997,6,62,42,101,200,4,34
30000010,-75.174236,39.957242,9,92,42,101,300,1,1344
30000020,-75.176701,39.956567,9,92,42,101,300,2,222
30000030,-75.165571,39.956969,9,92,42,101,300,3,1096
30000040,-75.170082,39.956313,9,92,42,101,300,4,751
30000050,-75.177325,39.958504,9,92,42,101,300,5,1088
40100010,-75.175984,39.954923,9,92,42,101,401,1,1314
40100020,-75.174289,39.9529,9,92,42,101,401,2,760
40100030,-75.176748,39.953021,9,92,42,101,401,3,1049
40300010,-75.166114,39.952416,9,92,42,101,403,1,20
40300020,-75.166257,39.952457,9,92,42,101,403,2,1119
40400010,-75.172171,39.952411,9,92,42,101,404,1,1062
40400020,-75.172171,39.954524,9,92,42,101,404,2,2036
40400030,-75.170515,39.954511,9,92,42,101,404,3,724
50000010,-75.16083,39.951582,6,63,42,101,500,1,808
50000020,-75.163881,39.952541,9,92,42,101,500,2,33
50000030,-75.157874,39.95105,6,62,42,101,500,3,1066
50000040,-75.153349,39.952697,6,62,42,101,500,4,1707
60000010,-75.161405,39.949817,6,63,42,101,600,1,1161
60000020,-75.154463,39.949161,6,63,42,101,600,2,1156
70100010,-75.170714,39.95087,9,91,42,101,701,1,679
70100020,-75.172843,39.95129,9,91,42,101,701,2,849
70100030,-75.166547,39.950384,9,91,42,101,701,3,1194
70200010,-75.175338,39.951245,9,91,42,101,702,1,699
70200020,-75.178269,39.951896,9,91,42,101,702,2,1313
80100010,-75.178149,39.949903,9,91,42,101,801,1,515
80100020,-75.179976,39.950001,9,91,42,101,801,2,1233
80300010,-75.176734,39.949851,9,91,42,101,803,1,868
80300020,-75.17501,39.949739,9,91,42,101,803,2,1314
80300030,-75.17231,39.948387,9,91,42,101,803,3,917
80300040,-75.173448,39.949701,9,91,42,101,803,4,1364
80500010,-75.170061,39.949308,9,91,42,101,805,1,1912
80500020,-75.168554,39.948833,9,91,42,101,805,2,675
80600010,-75.165473,39.947886,9,91,42,101,806,1,1483
80600020,-75.166997,39.948294,9,91,42,101,806,2,1219
90100010,-75.161291,39.947798,6,63,42,101,901,1,1243
90100020,-75.163419,39.947807,6,63,42,101,901,2,1166
90200010,-75.15478,39.947173,6,63,42,101,902,1,1459
90200020,-75.158486,39.947416,6,63,42,101,902,2,1383
100100010,-75.151813,39.943641,6,63,42,101,1001,1,1187
100100020,-75.150142,39.948368,6,63,42,101,1001,2,0
100100030,-75.151435,39.946075,6,63,42,101,1001,3,1806
100200010,-75.14578,39.945972,6,63,42,101,1002,1,2194
100200020,-75.147543,39.944053,6,63,42,101,1002,2,722
100200030,-75.144768,39.947946,6,63,42,101,1002,3,245
100200040,-75.146529,39.9424,6,63,42,101,1002,4,1490
110100010,-75.164228,39.945821,6,63,42,101,1101,1,1188
110100020,-75.162851,39.943857,3,31,42,101,1101,2,1181
110100030,-75.160905,39.945396,6,63,42,101,1101,3,1129
110100040,-75.162772,39.945863,6,63,42,101,1101,4,799
110200010,-75.15816,39.944988,6,63,42,101,1102,1,1729
110200020,-75.155031,39.943961,6,63,42,101,1102,2,518
110200030,-75.155439,39.942931,3,31,42,101,1102,3,553
120100010,-75.18207,39.94746,9,91,42,101,1201,1,869
120100020,-75.177386,39.947854,9,91,42,101,1201,2,1101
120100030,-75.176687,39.946016,17,171,42,101,1201,3,1020
120100040,-75.180008,39.946503,17,91,42,101,1201,4,963
120300010,-75.173071,39.94564,9,91,42,101,1203,1,995
120300020,-75.172788,39.947294,9,91,42,101,1203,2,832
120400010,-75.168431,39.946678,9,91,42,101,1204,1,1808
120400020,-75.169698,39.945319,9,91,42,101,1204,2,1237
120400030,-75.166681,39.94492,9,91,42,101,1204,3,969
130100010,-75.179655,39.940866,17,171,42,101,1301,1,877
130100020,-75.183712,39.941186,17,171,42,101,1301,2,794
130200010,-75.178839,39.9443,17,171,42,101,1302,1,810
130200020,-75.179145,39.942603,17,171,42,101,1302,2,963
130200030,-75.181959,39.942914,17,171,42,101,1302,3,882
130200040,-75.184384,39.944251,17,171,42,101,1302,4,2447
140000010,-75.173649,39.943103,17,171,42,101,1400,1,1672
140000020,-75.176298,39.943667,17,171,42,101,1400,2,849
140000030,-75.168842,39.942644,17,171,42,101,1400,3,2215
150000010,-75.15451,39.941308,3,31,42,101,1500,1,1120
150000020,-75.160926,39.942165,3,31,42,101,1500,2,2218
160000010,-75.150037,39.940484,3,31,42,101,1600,1,1239
160000020,-75.146159,39.939919,3,31,42,101,1600,2,1426
170000010,-75.146618,39.937337,3,31,42,101,1700,1,1342
170000020,-75.150793,39.938347,3,31,42,101,1700,2,1655
180000010,-75.156549,39.939656,3,31,42,101,1800,1,2283
180000020,-75.16362,39.940638,3,31,42,101,1800,2,1193
190000010,-75.172288,39.940791,17,171,42,101,1900,1,1101
190000020,-75.175104,39.940194,17,171,42,101,1900,2,1758
190000030,-75.1685,39.939579,17,171,42,101,1900,3,1224
200000010,-75.182338,39.93758,17,173,42,101,2000,1,1543
200000020,-75.186697,39.938139,17,172,42,101,2000,2,994
210000010,-75.179059,39.937037,17,173,42,101,2100,1,812
210000020,-75.175932,39.936772,17,173,42,101,2100,2,1650
220000010,-75.168501,39.937057,17,171,42,101,2200,1,848
220000020,-75.170002,39.935216,17,173,42,101,2200,2,700
220000030,-75.171977,39.936512,17,171,42,101,2200,3,1202
230000010,-75.163257,39.935582,3,33,42,101,2300,1,1140
230000020,-75.162654,39.934471,3,33,42,101,2300,2,1903
240000010,-75.154886,39.937125,3,31,42,101,2400,1,811
240000020,-75.156056,39.933981,3,33,42,101,2400,2,1441
240000030,-75.159252,39.93769,3,31,42,101,2400,3,1449
240000040,-75.156752,39.936062,3,31,42,101,2400,4,755
240000050,-75.163112,39.937956,3,31,42,101,2400,5,1168
250000010,-75.14872,39.934909,3,31,42,101,2500,1,1347
250000020,-75.147089,39.933032,3,32,42,101,2500,2,934
250000030,-75.151802,39.932724,3,32,42,101,2500,3,785
250000040,-75.152253,39.935977,3,31,42,101,2500,4,1327
270100010,-75.154116,39.926837,3,32,42,101,2701,1,2217
270100020,-75.153544,39.930216,3,32,42,101,2701,2,1983
270200010,-75.149839,39.925993,3,32,42,101,2702,1,2223
270200020,-75.149371,39.929831,3,32,42,101,2702,2,2045
280100010,-75.156353,39.930828,3,33,42,101,2801,1,2119
280100020,-75.157238,39.927292,3,33,42,101,2801,2,2245
280200010,-75.160405,39.927611,3,33,42,101,2802,1,1867
280200020,-75.163933,39.927917,3,33,42,101,2802,2,1639
280200030,-75.159794,39.930919,3,33,42,101,2802,3,1869
290000010,-75.166951,39.928105,3,33,42,101,2900,1,1501
290000020,-75.167254,39.930336,3,33,42,101,2900,2,829
290000030,-75.164607,39.931892,3,33,42,101,2900,3,2021
300100010,-75.16992,39.930051,17,173,42,101,3001,1,707
300100020,-75.17028,39.927993,1,11,42,101,3001,2,794
300100030,-75.172176,39.928491,17,173,42,101,3001,3,998
300100040,-75.174223,39.928765,17,173,42,101,3001,4,1073
300100050,-75.172527,39.930453,17,173,42,101,3001,5,616
300200010,-75.169461,39.933104,17,173,42,101,3002,1,928
300200020,-75.17158,39.933424,17,173,42,101,3002,2,836
300200030,-75.173571,39.932962,17,173,42,101,3002,3,855
300200040,-75.17066,39.931396,17,173,42,101,3002,4,910
310000010,-75.176577,39.933933,17,173,42,101,3100,1,1382
310000020,-75.175532,39.931377,17,173,42,101,3100,2,592
310000030,-75.176653,39.92966,17,173,42,101,3100,3,595
310000040,-75.179793,39.930327,17,173,42,101,3100,4,887
310000050,-75.178035,39.931999,17,173,42,101,3100,5,960
310000060,-75.18028,39.933435,17,173,42,101,3100,6,673
320000010,-75.182305,39.934602,17,173,42,101,3200,1,795
320000020,-75.182953,39.932953,17,173,42,101,3200,2,555
320000030,-75.183576,39.9312,17,173,42,101,3200,3,967
320000040,-75.186062,39.93447,17,173,42,101,3200,4,885
320000050,-75.185871,39.931549,17,173,42,101,3200,5,475
320000060,-75.188762,39.933874,17,172,42,101,3200,6,834
330000010,-75.190742,39.933417,17,172,42,101,3300,1,1776
330000020,-75.195838,39.937139,17,172,42,101,3300,2,664
330000030,-75.191444,39.936619,17,172,42,101,3300,3,738
330000040,-75.195217,39.938119,17,172,42,101,3300,4,1169
330000050,-75.192693,39.934166,17,172,42,101,3300,5,998
330000060,-75.195958,39.935011,17,172,42,101,3300,6,962
360000010,-75.190317,39.928914,1,11,42,101,3600,1,1899
360000020,-75.196617,39.930795,17,172,42,101,3600,2,1128
360000030,-75.190894,39.92477,1,11,42,101,3600,3,2204
360000040,-75.194698,39.931681,17,172,42,101,3600,4,1340
370100010,-75.177008,39.928029,1,11,42,101,3701,1,1120
370100020,-75.177421,39.926249,1,11,42,101,3701,2,1017
370100030,-75.179852,39.927516,1,11,42,101,3701,3,1177
370100040,-75.184416,39.92779,1,11,42,101,3701,4,1281
370100050,-75.182129,39.927862,1,11,42,101,3701,5,1511
370200010,-75.179897,39.924551,1,11,42,101,3702,1,1558
370200020,-75.183471,39.924613,1,11,42,101,3702,2,1472
370200030,-75.185613,39.924069,1,11,42,101,3702,3,648
380000010,-75.178711,39.920647,1,11,42,101,3800,1,967
380000020,-75.178325,39.922958,1,11,42,101,3800,2,882
380000030,-75.180962,39.921682,1,11,42,101,3800,3,954
380000040,-75.185832,39.916498,1,12,42,101,3800,4,17
380000050,-75.180252,39.917978,1,11,42,101,3800,5,1000
390100010,-75.171565,39.925056,1,11,42,101,3901,1,1449
390100020,-75.171882,39.922015,1,11,42,101,3901,2,1283
390100030,-75.175031,39.922012,1,11,42,101,3901,3,1854
390100040,-75.174548,39.925662,1,11,42,101,3901,4,1633
390200010,-75.172476,39.919528,1,11,42,101,3902,1,1416
390200020,-75.175353,39.915097,1,12,42,101,3902,2,2523
390200030,-75.174973,39.918251,1,11,42,101,3902,3,1758
400100010,-75.164159,39.924966,3,33,42,101,4001,1,1329
400100020,-75.16464,39.922392,3,33,42,101,4001,2,1274
400100030,-75.167657,39.922582,3,33,42,101,4001,3,918
400100040,-75.167028,39.925191,3,33,42,101,4001,4,956
400200010,-75.165232,39.919929,3,33,42,101,4002,1,1384
400200020,-75.165753,39.917453,3,33,42,101,4002,2,1665
400200030,-75.169088,39.917879,3,33,42,101,4002,3,1242
400200040,-75.168296,39.92011,3,33,42,101,4002,4,1068
410100010,-75.161851,39.921467,3,33,42,101,4101,1,835
410100020,-75.16136,39.922647,3,33,42,101,4101,2,937
410100030,-75.158608,39.924203,3,33,42,101,4101,3,3269
410100040,-75.157786,39.920924,3,33,42,101,4101,4,1142
410100050,-75.157656,39.922136,3,33,42,101,4101,5,983
410300010,-75.162009,39.919515,3,33,42,101,4103,1,1705
410300020,-75.158605,39.918979,3,33,42,101,4103,2,2568
410400010,-75.162924,39.916999,3,33,42,101,4104,1,1465
410400020,-75.158974,39.916561,3,33,42,101,4104,2,3096
420100010,-75.148877,39.922918,3,32,42,101,4201,1,711
420100020,-75.152922,39.920837,3,32,42,101,4201,2,2100
420100030,-75.149328,39.920424,3,32,42,101,4201,3,786
420100040,-75.152472,39.923347,3,32,42,101,4201,4,1690
420200010,-75.149711,39.917605,3,32,42,101,4202,1,1514
420200020,-75.152763,39.915878,3,32,42,101,4202,2,1465
420200030,-75.153492,39.91781,3,32,42,101,4202,3,1413
420200040,-75.153753,39.919116,3,32,42,101,4202,4,869
540000010,-75.252098,39.892794,12,121,42,101,5400,1,1191
550000010,-75.247294,39.909658,12,121,42,101,5500,1,1955
550000020,-75.244973,39.909124,12,121,42,101,5500,2,1021
550000030,-75.251051,39.901419,12,121,42,101,5500,3,917
550000040,-75.244571,39.905338,12,121,42,101,5500,4,1605
560000010,-75.245479,39.899575,12,121,42,101,5600,1,1061
600000010,-75.238359,39.911271,12,121,42,101,6000,1,2332
600000020,-75.234403,39.909475,12,121,42,101,6000,2,1403
600000030,-75.236982,39.914132,12,121,42,101,6000,3,775
600000040,-75.240945,39.914343,12,121,42,101,6000,4,1371
600000050,-75.238761,39.917062,12,122,42,101,6000,5,726
610000010,-75.229659,39.91556,12,123,42,101,6100,1,2271
610000020,-75.227996,39.918137,12,123,42,101,6100,2,1109
620000010,-75.229743,39.920279,12,123,42,101,6200,1,1036
620000020,-75.231594,39.919048,12,123,42,101,6200,2,991
620000030,-75.233346,39.917828,12,121,42,101,6200,3,913
620000040,-75.233706,39.918874,12,123,42,101,6200,4,1558
630000010,-75.235016,39.925233,12,122,42,101,6300,1,686
630000020,-75.235599,39.924107,12,123,42,101,6300,2,965
630000030,-75.23711,39.922765,12,122,42,101,6300,3,902
630000040,-75.241921,39.919582,12,122,42,101,6300,4,1469
640000010,-75.23846,39.928431,12,122,42,101,6400,1,1340
640000020,-75.241758,39.928184,12,122,42,101,6400,2,1235
640000030,-75.242207,39.924166,12,122,42,101,6400,3,1974
650000010,-75.231493,39.933776,12,122,42,101,6500,1,1486
650000020,-75.241309,39.943816,12,124,42,101,6500,2,1167
650000030,-75.233028,39.937319,12,122,42,101,6500,3,2010
660000010,-75.234454,39.927869,12,122,42,101,6600,1,875
660000020,-75.231748,39.926707,12,123,42,101,6600,2,1233
660000030,-75.228571,39.932054,12,122,42,101,6600,3,1484
670000010,-75.222896,39.926663,12,123,42,101,6700,1,1413
670000020,-75.229059,39.923535,12,123,42,101,6700,2,1290
670000030,-75.224324,39.92148,12,123,42,101,6700,3,2942
670000040,-75.226436,39.925416,12,123,42,101,6700,4,1805
700000010,-75.220036,39.937884,12,123,42,101,7000,1,932
700000020,-75.221733,39.93678,12,123,42,101,7000,2,714
700000030,-75.224347,39.934002,12,123,42,101,7000,3,824
700000040,-75.223965,39.935143,12,123,42,101,7000,4,614
700000050,-75.219534,39.935482,12,123,42,101,7000,5,808
710100010,-75.22742,39.936498,12,124,42,101,7101,1,822
710100020,-75.225434,39.938002,12,124,42,101,7101,2,888
710100030,-75.223221,39.939618,12,124,42,101,7101,3,727
710200010,-75.225333,39.942795,12,124,42,101,7102,1,972
710200020,-75.229233,39.93871,12,124,42,101,7102,2,1161
710200030,-75.226655,39.94039,12,124,42,101,7102,3,922
710200040,-75.228717,39.942482,12,124,42,101,7102,4,827
710200050,-75.231101,39.940526,12,124,42,101,7102,5,792
720000010,-75.233991,39.942218,12,124,42,101,7200,1,891
720000020,-75.231481,39.946399,12,124,42,101,7200,2,728
720000030,-75.231343,39.943015,12,124,42,101,7200,3,572
720000040,-75.229044,39.944521,12,124,42,101,7200,4,640
720000050,-75.232481,39.944341,12,124,42,101,7200,5,743
720000060,-75.235676,39.945145,12,124,42,101,7200,6,928
730000010,-75.220194,39.943214,12,124,42,101,7300,1,900
730000020,-75.222541,39.942614,12,124,42,101,7300,2,782
730000030,-75.221815,39.945133,12,124,42,101,7300,3,645
730000040,-75.225167,39.946051,12,124,42,101,7300,4,880
740000010,-75.210193,39.943799,18,183,42,101,7400,1,659
740000020,-75.212183,39.941781,18,183,42,101,7400,2,720
740000030,-75.215448,39.941407,12,123,42,101,7400,3,725
740000040,-75.218578,39.940357,12,123,42,101,7400,4,1471
740000050,-75.216482,39.93784,12,123,42,101,7400,5,650
770000010,-75.207373,39.948764,18,183,42,101,7700,1,1667
770000020,-75.208544,39.944664,18,183,42,101,7700,2,635
780000010,-75.213307,39.945427,18,183,42,101,7800,1,893
780000020,-75.216331,39.945316,18,183,42,101,7800,2,543
780000030,-75.220052,39.946166,12,124,42,101,7800,3,836
780000040,-75.218131,39.94713,18,183,42,101,7800,4,969
780000050,-75.21396,39.94757,18,183,42,101,7800,5,1117
790000010,-75.215316,39.951457,18,183,42,101,7900,1,1078
790000020,-75.21623,39.949704,18,183,42,101,7900,2,1457
790000030,-75.221026,39.949396,18,182,42,101,7900,3,1073
790000040,-75.220434,39.951709,18,183,42,101,7900,4,1114
800000010,-75.224293,39.951515,18,182,42,101,8000,1,1068
800000020,-75.225208,39.94903,18,182,42,101,8000,2,933
800000030,-75.229272,39.948831,18,182,42,101,8000,3,746
800000040,-75.228296,39.951802,18,182,42,101,8000,4,1195
810100010,-75.23333,39.948552,18,182,42,101,8101,1,1051
810100020,-75.237792,39.948328,18,181,42,101,8101,2,1664
810200010,-75.237021,39.950914,18,182,42,101,8102,1,858
810200020,-75.233012,39.950478,18,182,42,101,8102,2,869
810200030,-75.232261,39.952848,18,182,42,101,8102,3,1455
810200040,-75.236512,39.953205,18,182,42,101,8102,4,1852
820000010,-75.240908,39.951114,18,181,42,101,8200,1,1015
820000020,-75.241186,39.9491,18,181,42,101,8200,2,1047
820000030,-75.241735,39.947204,18,181,42,101,8200,3,1104
820000040,-75.244646,39.945246,18,181,42,101,8200,4,787
820000050,-75.245774,39.952012,18,181,42,101,8200,5,729
820000060,-75.246599,39.948488,18,181,42,101,8200,6,1370
820000070,-75.24617,39.950545,18,181,42,101,8200,7,883
830100010,-75.245122,39.960824,18,181,42,101,8301,1,1276
830100020,-75.245774,39.958129,18,181,42,101,8301,2,1797
830100030,-75.246465,39.955233,18,181,42,101,8301,3,1237
830200010,-75.240956,39.953069,18,181,42,101,8302,1,983
830200020,-75.241211,39.959833,18,181,42,101,8302,2,1982
830200030,-75.241862,39.956639,18,181,42,101,8302,3,990
830200040,-75.240799,39.954552,18,181,42,101,8302,4,1043
840000010,-75.233482,39.955958,18,182,42,101,8400,1,1107
840000020,-75.233696,39.957752,18,182,42,101,8400,2,809
840000030,-75.236737,39.957114,18,181,42,101,8400,3,640
840000040,-75.234577,39.959658,18,182,42,101,8400,4,762
840000050,-75.237574,39.955505,18,181,42,101,8400,5,723
840000060,-75.237981,39.959777,18,181,42,101,8400,6,570
850000010,-75.223035,39.958738,18,182,42,101,8500,1,660
850000020,-75.223265,39.956352,18,182,42,101,8500,2,891
850000030,-75.223919,39.95447,18,182,42,101,8500,3,887
850000040,-75.228961,39.954405,18,182,42,101,8500,4,782
850000050,-75.22897,39.955995,18,182,42,101,8500,5,1239
850000060,-75.228867,39.957413,18,182,42,101,8500,6,1009
850000070,-75.22881,39.959254,18,182,42,101,8500,7,1305
860100010,-75.219682,39.953815,18,183,42,101,8601,1,1149
860100020,-75.2138,39.953701,18,183,42,101,8601,2,2063
860200010,-75.214106,39.95681,18,183,42,101,8602,1,1419
860200020,-75.217218,39.9557,18,183,42,101,8602,2,1192
860200030,-75.220485,39.956753,18,182,42,101,8602,3,841
870100010,-75.211201,39.950451,18,183,42,101,8701,1,1192
870100020,-75.210825,39.952712,18,183,42,101,8701,2,1229
870100030,-75.210206,39.955694,18,183,42,101,8701,3,1926
870200010,-75.206657,39.956196,18,183,42,101,8702,1,770
870200020,-75.20714,39.954413,18,183,42,101,8702,2,1183
870200030,-75.207372,39.951341,18,183,42,101,8702,3,1488
880100010,-75.199071,39.953374,18,183,42,101,8801,1,1600
880200010,-75.203944,39.950062,18,183,42,101,8802,1,1023
880200020,-75.20196,39.955796,18,183,42,101,8802,2,1431
880200030,-75.203409,39.951331,18,183,42,101,8802,3,1179
880200040,-75.201723,39.952629,18,183,42,101,8802,4,1820
880200050,-75.202804,39.954124,18,183,42,101,8802,5,1127
900000010,-75.190113,39.959507,16,161,42,101,9000,1,2323
900000020,-75.190334,39.961828,16,161,42,101,9000,2,1900
900000030,-75.190416,39.957947,16,161,42,101,9000,3,3471
910000010,-75.196743,39.961686,16,161,42,101,9100,1,983
910000020,-75.195933,39.958642,16,161,42,101,9100,2,1397
910000030,-75.200851,39.959364,16,161,42,101,9100,3,1554
920000010,-75.208846,39.959671,16,162,42,101,9200,1,1773
920000020,-75.204122,39.960841,16,162,42,101,9200,2,2201
930000010,-75.222007,39.96355,16,162,42,101,9300,1,599
930000020,-75.221984,39.962014,16,162,42,101,9300,2,890
930000030,-75.221972,39.96043,16,162,42,101,9300,3,741
930000040,-75.225992,39.961912,19,192,42,101,9300,4,799
930000050,-75.22663,39.963363,19,192,42,101,9300,5,1232
940000010,-75.231187,39.963884,19,192,42,101,9400,1,626
940000020,-75.22942,39.962783,19,192,42,101,9400,2,1258
940000030,-75.234458,39.961923,19,192,42,101,9400,3,592
940000040,-75.23448,39.963984,19,192,42,101,9400,4,1290
950000010,-75.237024,39.964902,19,192,42,101,9500,1,684
950000020,-75.238609,39.963401,19,192,42,101,9500,2,845
950000030,-75.237727,39.968035,19,192,42,101,9500,3,1760
960000010,-75.242399,39.967259,19,192,42,101,9600,1,1197
960000020,-75.241432,39.963708,19,192,42,101,9600,2,752
960000030,-75.244619,39.963246,19,192,42,101,9600,3,867
960000040,-75.244278,39.96479,19,192,42,101,9600,4,734
960000050,-75.244346,39.966359,19,192,42,101,9600,5,725
980100010,-75.264968,39.977906,19,191,42,101,9801,1,1029
980100020,-75.266807,39.976764,19,191,42,101,9801,2,1177
980200010,-75.2626,39.974248,19,191,42,101,9802,1,1848
980200020,-75.267238,39.973304,19,191,42,101,9802,2,1968
980200030,-75.270755,39.975756,19,191,42,101,9802,3,1679
1000000010,-75.248601,39.967626,19,191,42,101,10000,1,1389
1000000020,-75.248409,39.970635,19,191,42,101,10000,2,711
1000000030,-75.248449,39.973721,19,191,42,101,10000,3,679
1000000040,-75.251845,39.972504,19,191,42,101,10000,4,1618
1010000010,-75.239461,39.974388,19,192,42,101,10100,1,845
1010000020,-75.239147,39.971555,19,192,42,101,10100,2,813
1010000030,-75.241995,39.974054,19,192,42,101,10100,3,701
1010000040,-75.241744,39.969598,19,192,42,101,10100,4,922
1010000050,-75.245738,39.970535,19,191,42,101,10100,5,676
1010000060,-75.245604,39.974066,19,191,42,101,10100,6,971
1010000070,-75.243513,39.972675,19,192,42,101,10100,7,712
1020000010,-75.234102,39.969577,19,192,42,101,10200,1,766
1020000020,-75.230561,39.966937,19,192,42,101,10200,2,1040
1020000030,-75.230657,39.969305,19,192,42,101,10200,3,1341
1030000010,-75.225633,39.968729,19,192,42,101,10300,1,1329
1030000020,-75.225116,39.966353,19,192,42,101,10300,2,1243
1040000010,-75.219337,39.966355,16,162,42,101,10400,1,1455
1040000020,-75.21817,39.963402,16,162,42,101,10400,2,873
1040000030,-75.220076,39.968623,16,162,42,101,10400,3,1245
1050000010,-75.213816,39.970152,16,162,42,101,10500,1,1604
1050000020,-75.213364,39.964892,16,162,42,101,10500,2,1759
1060000010,-75.209991,39.965341,16,162,42,101,10600,1,685
1060000020,-75.206419,39.963797,16,162,42,101,10600,2,791
1070000010,-75.206062,39.967101,16,162,42,101,10700,1,1219
1070000020,-75.206006,39.969332,16,162,42,101,10700,2,1013
1070000030,-75.20982,39.970836,16,162,42,101,10700,3,1247
1080000010,-75.199775,39.963554,16,161,42,101,10800,1,1557
1080000020,-75.196336,39.964867,16,161,42,101,10800,2,1190
1080000030,-75.200351,39.967263,16,161,42,101,10800,3,1189
1090000010,-75.1919,39.965824,16,161,42,101,10900,1,1029
1090000020,-75.189523,39.964271,16,161,42,101,10900,2,639
1090000030,-75.191955,39.963851,16,161,42,101,10900,3,973
1100000010,-75.206352,39.972536,16,162,42,101,11000,1,551
1100000020,-75.211263,39.975348,16,162,42,101,11000,2,797
1100000030,-75.207419,39.97445,16,162,42,101,11000,3,872
1100000040,-75.20141,39.973056,16,161,42,101,11000,4,1158
1110000010,-75.221921,39.979476,19,193,42,101,11100,1,516
1110000020,-75.228019,39.974707,19,192,42,101,11100,2,1034
1110000030,-75.223806,39.974178,19,192,42,101,11100,3,754
1110000040,-75.224613,39.972205,19,192,42,101,11100,4,1233
1120000010,-75.23046,39.975138,19,192,42,101,11200,1,644
1120000020,-75.230571,39.972278,19,192,42,101,11200,2,779
1120000030,-75.233163,39.972063,19,192,42,101,11200,3,829
1120000040,-75.236004,39.972068,19,192,42,101,11200,4,933
1120000050,-75.237147,39.974602,19,192,42,101,11200,5,792
1120000060,-75.234815,39.975065,19,192,42,101,11200,6,782
1120000070,-75.232551,39.97496,19,192,42,101,11200,7,839
1130000010,-75.237105,39.97931,19,193,42,101,11300,1,1042
1130000020,-75.232392,39.978216,19,193,42,101,11300,2,809
1130000030,-75.236185,39.977286,19,193,42,101,11300,3,983
1140000010,-75.247458,39.978457,19,191,42,101,11400,1,1213
1140000020,-75.240937,39.980067,19,191,42,101,11400,2,772
1140000030,-75.240092,39.977473,19,191,42,101,11400,3,846
1140000040,-75.242529,39.977131,19,191,42,101,11400,4,898
1140000050,-75.244508,39.978479,19,191,42,101,11400,5,1603
1140000060,-75.244069,39.982343,19,191,42,101,11400,6,988
1150000010,-75.251018,39.9797,19,191,42,101,11500,1,858
1150000020,-75.253437,39.977913,19,191,42,101,11500,2,1174
1150000030,-75.249955,39.976536,19,191,42,101,11500,3,1127
1150000040,-75.253788,39.975524,19,191,42,101,11500,4,945
1170000010,-75.238537,39.994144,19,193,42,101,11700,1,999
1170000020,-75.23936,39.990911,19,193,42,101,11700,2,894
1180000010,-75.235638,39.989739,19,193,42,101,11800,1,736
1180000020,-75.235003,39.987224,19,193,42,101,11800,2,1039
1180000030,-75.232859,39.984709,19,193,42,101,11800,3,1138
1180000040,-75.236564,39.985228,19,193,42,101,11800,4,574
1180000050,-75.241231,39.986674,19,191,42,101,11800,5,1324
1180000060,-75.238423,39.98808,19,193,42,101,11800,6,680
1190000010,-75.230396,39.985053,19,193,42,101,11900,1,1291
1190000020,-75.228209,39.985814,19,193,42,101,11900,2,1685
1190000030,-75.226561,39.980486,19,193,42,101,11900,3,916
1190000040,-75.227825,39.990536,19,193,42,101,11900,4,548
1190000050,-75.229157,39.989092,19,193,42,101,11900,5,576
1200000010,-75.230018,39.996044,19,193,42,101,12000,1,1943
1210000010,-75.222964,39.994215,19,193,42,101,12100,1,1610
1210000020,-75.221896,40.001372,19,193,42,101,12100,2,1207
1220100010,-75.210774,40.004288,19,193,42,101,12201,1,1237
1220100020,-75.206734,40.004581,19,193,42,101,12201,2,759
1220100030,-75.204457,40.00416,19,193,42,101,12201,3,897
1220300010,-75.207785,40.007951,19,193,42,101,12203,1,658
1220400010,-75.216675,40.002858,19,193,42,101,12204,1,33
1220400020,-75.211615,39.998668,19,193,42,101,12204,2,1347
1220400030,-75.210162,40.00094,19,193,42,101,12204,3,935
1220400040,-75.203728,40.002563,19,193,42,101,12204,4,1379
1250100010,-75.166895,39.959524,9,92,42,101,12501,1,1498
1250100020,-75.167321,39.96173,9,92,42,101,12501,2,4
1250100030,-75.163222,39.962031,9,92,42,101,12501,3,615
1250100040,-75.163063,39.959127,9,92,42,101,12501,4,818
1250200010,-75.172077,39.96301,9,92,42,101,12502,1,957
1250200020,-75.177864,39.96174,9,92,42,101,12502,2,2052
1250200030,-75.175051,39.963746,9,92,42,101,12502,3,366
1250200040,-75.169503,39.962748,9,92,42,101,12502,4,751
1250200050,-75.169889,39.961127,9,92,42,101,12502,5,1015
1310000010,-75.150836,39.965686,6,61,42,101,13100,1,1046
1310000020,-75.150485,39.963248,6,61,42,101,13100,2,663
1320000010,-75.156165,39.967454,6,61,42,101,13200,1,1262
